11:24:17	831
11:24:46	838
11:25:16	856
11:25:47	903
11:26:16	871
11:26:46	849
11:27:17	870
11:27:48	910
11:28:17	882
11:28:47	878
11:29:17	887
11:29:47	879
11:30:17	880
11:30:47	879
11:31:17	894
11:31:47	913
11:32:21	960
11:32:47	1034
11:33:17	1133
11:33:47	1233
11:34:17	1329
11:34:47	1427
11:35:17	1519
11:35:47	1598
11:36:17	1673
11:36:47	1739
11:37:17	1797
11:37:47	1860
11:38:17	1911
11:38:47	1962
11:39:20	2016
11:39:47	2056
11:40:18	2128
11:40:48	2188
11:41:18	2244
11:41:48	2289
11:42:18	2342
11:42:48	2395
11:43:18	2442
11:43:48	2496
11:44:18	2544
11:44:48	2594
11:45:18	2648
11:45:48	2697
11:46:18	2744
11:46:48	2795
11:47:18	2842
11:47:48	2896
11:48:18	2946
11:48:48	2988
11:49:18	3044
11:49:48	3093
11:50:18	3146
11:50:48	3200
11:51:18	3248
11:51:48	3303
