10:44:11	816
10:44:41	819
10:45:11	839
10:45:41	843
10:46:11	954
10:46:41	912
10:47:11	884
10:47:41	888
10:48:11	859
10:48:41	880
10:49:11	899
10:49:41	942
10:50:11	964
10:50:41	985
10:51:11	1035
10:51:41	1104
10:52:41	1251
10:53:11	1321
10:53:42	1402
10:54:12	1506
10:54:42	1611
10:55:12	1696
10:55:42	1764
10:56:42	1890
10:57:16	1955
10:57:42	2038
10:58:12	2127
10:58:42	2216
10:59:12	2290
10:59:42	2380
11:00:12	2462
11:00:42	2548
11:01:12	2622
11:01:42	2707
11:02:12	2785
11:02:42	2863
11:03:12	2947
11:03:43	3038
11:04:13	3124
11:04:42	3212
11:05:13	3312
11:05:43	3406
11:06:13	3499
11:06:43	3591
11:07:13	3674
11:07:43	3760
11:08:13	3847
11:08:43	3932
11:09:14	4018
11:09:43	4119
11:10:13	4216
11:10:43	4314
11:11:13	4413
11:11:43	4499
11:12:13	4603
11:12:43	4697
11:13:13	4785
11:13:43	4882
11:14:13	4963
11:14:43	5055
11:15:13	5143
11:15:44	5225
11:16:13	5319
11:16:43	5406
11:17:13	5503
11:17:43	5584
11:18:13	5670
11:18:44	5755
11:19:14	5846
11:19:43	5946
11:20:13	6000
