14:04:56	0
14:05:26	0
14:05:56	0
14:06:26	0
14:06:56	0
14:07:26	0
14:07:57	0
14:08:26	0
14:08:57	0
14:09:26	0
14:09:57	0
14:10:27	200
14:10:57	800
14:11:27	1400
14:11:57	2200
14:12:27	2800
14:12:57	3400
14:13:27	4000
14:13:57	4200
14:14:27	4500
14:14:57	4800
14:15:27	5100
14:15:57	5500
14:16:27	5800
14:16:57	6200
14:17:27	6500
14:17:57	6800
14:18:27	7100
14:18:57	7400
14:19:27	7700
14:19:57	7900
14:20:27	8200
14:20:57	8500
14:21:28	8800
14:21:58	9000
14:22:28	9300
14:22:58	9500
14:23:28	9800
14:23:58	10000
14:24:28	10300
14:24:58	10600
14:25:27	10800
14:25:58	11000
14:26:28	11200
